in0,in1,in2,in3,in4,in5,in6,in7,in8,in9,in‚ ,in‚¢,in‚¤,inA,inB,inC,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,inƒA,inƒC,inƒE,inD,inE,inF,Tester
3.809818181818183,4.7914545454545445,4.990000000000004,4.990000000000004,4.472545454545453,4.9867272727272764,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.290545454545455,4.548000000000001,3.470727272727272,3.4990909090909077,3.2732727272727287,4.427818181818184,4.990000000000004,4.8372727272727305,4.990000000000004,4.4245454545454574,3.6576363636363625,4.022363636363636,4.266,4.990000000000004,4.990000000000004,4.990000000000004,2.4456363636363623,4.990000000000004,3.8352727272727267,3.19890909090909,3.229272727272725,ooyama
3.841272727272728,4.588909090909095,4.990000000000004,4.846909090909089,4.34818181818182,4.7678181818181775,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.1407272727272724,4.343818181818183,3.566181818181817,3.636181818181819,3.593272727272728,4.570000000000005,4.990000000000004,4.990000000000004,4.990000000000004,4.2945454545454576,3.6396363636363596,4.075818181818179,4.294000000000001,4.990000000000004,4.990000000000004,4.990000000000004,2.479090909090909,4.990000000000004,3.942727272727272,3.278909090909092,3.2941818181818183,ooyama
3.759454545454545,4.509272727272725,4.990000000000004,4.990000000000004,4.211818181818181,4.437454545454545,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.532545454545454,4.74909090909091,3.3125454545454533,3.3672727272727268,3.1112727272727287,4.317454545454546,4.85709090909091,4.7721818181818225,4.990000000000004,4.427818181818178,3.802909090909092,4.0069090909090885,4.3012727272727265,4.990000000000004,4.990000000000004,4.990000000000004,2.3894545454545457,4.990000000000004,4.175999999999997,3.3943636363636345,3.1547272727272717,ooyama
3.896181818181816,4.6634545454545435,4.990000000000004,4.763818181818183,4.384363636363637,4.475636363636363,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.0636363636363635,4.6823636363636325,3.521818181818181,3.7739999999999996,3.69,4.473636363636363,4.990000000000004,4.841818181818184,4.990000000000004,4.302545454545458,3.7549090909090888,4.1367272727272715,4.32418181818182,4.990000000000004,4.990000000000004,4.990000000000004,2.448909090909092,4.990000000000004,4.173636363636364,3.4209090909090905,3.3060000000000023,ooyama
3.4216363636363627,4.555818181818182,4.990000000000004,4.990000000000004,3.706909090909092,4.023090909090911,4.4987272727272725,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.9552727272727264,4.990000000000004,3.120000000000001,3.195818181818181,2.9994545454545456,4.452909090909091,4.990000000000004,4.857818181818186,4.990000000000004,4.274363636363637,3.479090909090909,3.6550909090909087,3.771454545454544,4.990000000000004,4.990000000000004,4.990000000000004,2.479272727272726,4.990000000000004,3.856363636363636,3.097454545454545,2.948363636363635,ooyama
3.5078181818181813,4.676727272727272,4.990000000000004,4.990000000000004,4.521272727272729,4.4885454545454575,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.7614545454545456,4.990000000000004,3.3490909090909087,3.313636363636364,3.443272727272728,4.562727272727275,4.990000000000004,4.951272727272731,4.990000000000004,4.488545454545454,3.795636363636365,4.059636363636366,4.115636363636366,4.990000000000004,4.990000000000004,4.990000000000004,2.530909090909092,4.990000000000004,4.016363636363637,3.3985454545454563,3.348545454545456,ooyama
4.130363636363638,4.990000000000004,4.990000000000004,4.990000000000004,4.832181818181824,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.9385454545454537,4.639454545454544,3.584181818181817,3.830545454545453,3.466727272727271,4.574727272727274,4.990000000000004,4.990000000000004,4.990000000000004,4.8232727272727285,4.131818181818184,4.129454545454546,4.478909090909093,4.990000000000004,4.990000000000004,4.990000000000004,2.4481818181818187,4.704545454545454,4.207090909090908,3.5805454545454545,3.328909090909093,ooyama
3.877818181818185,4.990000000000004,4.990000000000004,4.990000000000004,4.921818181818184,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.8249090909090913,4.448181818181818,3.5494545454545423,3.912363636363637,3.4629090909090885,4.460727272727274,4.990000000000004,4.990000000000004,4.990000000000004,4.376545454545453,3.697090909090911,3.869454545454548,4.181272727272724,4.990000000000004,4.990000000000004,4.990000000000004,2.591818181818183,4.990000000000004,3.6750909090909114,3.17581818181818,3.2203636363636337,ooyama
4.133636363636364,4.990000000000004,4.990000000000004,4.990000000000004,4.932909090909094,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.3314545454545463,4.010545454545454,3.9156363636363634,4.07490909090909,3.7276363636363623,4.496363636363637,4.990000000000004,4.990000000000004,4.990000000000004,4.393454545454548,3.832545454545454,4.092181818181821,4.4234545454545415,4.990000000000004,4.990000000000004,4.990000000000004,2.6747272727272726,4.963636363636367,3.9321818181818182,3.4874545454545443,3.366909090909089,ooyama
3.7969090909090912,4.990000000000004,4.990000000000004,4.990000000000004,4.7014545454545456,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.8480000000000003,4.430181818181817,3.769454545454544,3.92309090909091,3.7065454545454513,4.466545454545456,4.990000000000004,4.8899999999999935,4.990000000000004,4.3183636363636335,3.809818181818185,4.017818181818183,4.372000000000001,4.990000000000004,4.990000000000004,4.990000000000004,2.5092727272727275,4.990000000000004,3.895272727272727,3.3161818181818195,3.2336363636363625,ooyama
3.855272727272727,4.990000000000004,4.990000000000004,4.990000000000004,4.4438181818181794,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.876000000000001,4.427272727272724,3.561636363636365,3.8185454545454536,3.4656363636363636,4.368363636363636,4.990000000000004,4.882363636363634,4.990000000000004,4.318909090909089,3.695818181818181,3.978363636363635,4.213272727272726,4.990000000000004,4.990000000000004,4.990000000000004,2.6350909090909096,4.990000000000004,3.758909090909093,3.069090909090909,3.154363636363636,ooyama
3.950535714285712,4.990000000000004,4.990000000000004,4.83214285714286,4.573928571428574,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.2344642857142847,3.842142857142858,3.9464285714285703,4.003214285714285,3.7685714285714296,4.550178571428575,4.990000000000004,4.990000000000004,4.990000000000004,4.24,3.8485714285714296,4.0723214285714295,4.408392857142856,4.990000000000004,4.990000000000004,4.990000000000004,2.9432142857142836,4.990000000000004,3.9585714285714273,3.4774999999999983,3.367321428571432,ooyama
4.4,4.990000000000004,4.990000000000004,4.990000000000004,4.405272727272725,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.9570909090909097,4.381454545454544,3.4709090909090903,3.885636363636368,3.528363636363637,4.4889090909090905,4.990000000000004,4.990000000000004,4.990000000000004,4.292363636363637,3.731636363636363,3.971999999999997,4.145090909090907,4.990000000000004,4.990000000000004,4.990000000000004,2.943454545454545,4.795090909090909,3.7849090909090912,3.1618181818181803,3.209454545454544,ooyama
3.767454545454545,4.990000000000004,4.990000000000004,4.990000000000004,4.354363636363638,4.589818181818182,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.536545454545455,4.841818181818184,3.4903636363636354,3.5519999999999983,3.2829090909090914,4.3985454545454505,4.941272727272724,4.8674545454545495,4.990000000000004,4.250000000000002,3.61018181818182,3.78018181818182,3.981272727272728,4.990000000000004,4.990000000000004,4.990000000000004,2.7254545454545456,4.990000000000004,3.517636363636365,3.0278181818181813,2.997636363636363,ooyama
3.580181818181817,4.990000000000004,4.990000000000004,4.990000000000004,4.37818181818182,4.501272727272728,4.7958181818181815,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.3738181818181814,4.990000000000004,3.185636363636363,3.147999999999999,2.909272727272729,4.405999999999999,4.990000000000004,4.973272727272731,4.990000000000004,4.413272727272727,3.784545454545455,3.908545454545454,4.020727272727273,4.990000000000004,4.990000000000004,4.990000000000004,2.6334545454545464,4.990000000000004,3.4223636363636367,3.1461818181818173,2.9318181818181834,ooyama
3.5283636363636357,4.990000000000004,4.990000000000004,4.990000000000004,4.023272727272728,4.364181818181817,4.491999999999999,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.6978181818181834,4.990000000000004,3.108,3.20890909090909,2.983636363636364,4.340545454545453,4.990000000000004,4.862000000000003,4.990000000000004,4.3439999999999985,3.558545454545455,3.8529090909090913,3.961454545454543,4.990000000000004,4.990000000000004,4.990000000000004,2.758363636363637,4.990000000000004,3.706000000000001,3.2309090909090896,2.9830909090909112,ooyama
4.0270909090909095,4.990000000000004,4.990000000000004,4.990000000000004,4.4401818181818165,4.626545454545453,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.6483636363636363,4.564909090909091,3.431999999999998,3.891818181818182,3.357090909090912,4.427999999999998,4.990000000000004,4.990000000000004,4.990000000000004,4.393454545454544,3.8738181818181863,4.0898181818181865,4.270727272727273,4.990000000000004,4.990000000000004,4.990000000000004,2.6347272727272726,4.990000000000004,3.72072727272727,3.2061818181818165,3.3309090909090924,ooyama
4.03018181818182,4.990000000000004,4.990000000000004,4.990000000000004,4.234000000000001,4.656545454545451,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.5847272727272728,4.836363636363639,3.420727272727273,3.665272727272728,3.335454545454545,4.422181818181817,4.990000000000004,4.990000000000004,4.990000000000004,4.3152727272727285,3.646363636363635,3.995999999999997,4.1947272727272695,4.990000000000004,4.990000000000004,4.990000000000004,2.6896363636363634,4.990000000000004,3.571272727272727,3.1187272727272743,3.162363636363634,ooyama
4.3660000000000005,4.8900000000000015,4.990000000000004,4.990000000000004,4.3089090909090935,4.6350909090909065,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.587454545454546,4.455272727272726,3.5647272727272714,3.881818181818182,3.4650909090909083,4.31218181818182,4.990000000000004,4.907454545454544,4.990000000000004,4.412363636363634,3.788545454545456,4.052363636363638,4.2132727272727255,4.990000000000004,4.990000000000004,4.990000000000004,2.7874545454545454,4.990000000000004,3.685090909090909,3.3925454545454565,3.3401818181818195,ooyama
4.26490909090909,4.990000000000004,4.990000000000004,4.990000000000004,4.5010909090909115,4.966545454545456,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,2.5707272727272725,4.406545454545455,3.5661818181818186,3.951636363636364,3.5605454545454545,4.464909090909089,4.990000000000004,4.8807272727272695,4.990000000000004,4.404,3.700909090909091,4.023272727272728,4.2123636363636345,4.990000000000004,4.990000000000004,4.990000000000004,2.6369090909090915,4.990000000000004,3.4834545454545456,3.184181818181818,3.358545454545455,ooyama
3.3979999999999984,4.315818181818182,3.7485454545454537,3.958727272727272,2.7258181818181817,2.0525454545454545,2.467999999999999,4.669999999999997,4.974363636363639,4.213090909090907,4.990000000000004,4.990000000000004,4.990000000000004,3.7921818181818208,4.683090909090909,4.303090909090908,3.115454545454547,2.7654545454545447,2.9601818181818165,2.846363636363636,3.3689090909090926,3.440181818181817,4.093454545454549,4.790181818181816,4.8674545454545495,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.5325454545454544,3.994909090909088,3.8740000000000014,3.969272727272728,2.67618181818182,2.1570909090909107,2.6945454545454544,4.990000000000004,4.646909090909087,4.3632727272727285,4.990000000000004,4.990000000000004,4.990000000000004,3.7578181818181813,4.450727272727272,4.5387272727272725,3.0587272727272743,2.6489090909090898,3.052727272727272,2.9440000000000013,3.0780000000000003,3.332727272727276,4.114363636363638,4.8318181818181865,4.832545454545458,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.5290909090909084,4.1143636363636364,3.718363636363636,3.84909090909091,2.9072727272727263,2.4085454545454543,2.9612727272727275,4.990000000000004,4.990000000000004,4.774909090909089,4.990000000000004,4.990000000000004,4.990000000000004,3.743272727272726,4.580000000000002,4.515090909090913,3.326545454545456,2.7658181818181826,2.9365454545454552,2.9878181818181826,3.601636363636364,3.654363636363635,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.912363636363637,4.453090909090905,4.4249090909090905,3.803272727272728,2.8312727272727267,2.5214545454545463,3.6158181818181823,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.8672727272727294,4.801818181818184,4.990000000000004,3.634,2.7538181818181804,2.8994545454545464,3.110181818181817,3.7909090909090906,4.119272727272728,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.4209090909090905,4.094909090909092,3.7852727272727287,3.87818181818182,2.581454545454544,2.108545454545453,2.449272727272728,4.511454545454545,4.58945454545455,4.1554545454545435,4.990000000000004,4.990000000000004,4.990000000000004,3.6534545454545437,4.401272727272724,4.2087272727272715,3.164727272727272,2.6156363636363644,2.810181818181819,2.974000000000001,3.4749090909090885,3.4558181818181826,4.191454545454545,4.742727272727274,4.806909090909094,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.184545454545455,4.074909090909092,3.5034545454545456,3.919818181818181,2.880727272727275,2.4441818181818182,2.5605454545454567,4.577454545454543,4.347454545454549,3.983454545454544,4.990000000000004,4.990000000000004,4.990000000000004,3.8272727272727267,4.544545454545457,4.525090909090912,3.120000000000001,2.667636363636363,3.1034545454545466,2.8903636363636376,3.321090909090908,3.4932727272727293,4.042545454545456,4.68381818181818,4.688363636363637,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.5796363636363626,4.306727272727271,3.735272727272727,3.7399999999999993,2.517818181818184,2.1019999999999985,2.571090909090908,4.9058181818181765,4.506363636363632,3.981272727272728,4.990000000000004,4.990000000000004,4.990000000000004,3.9,4.847272727272732,4.990000000000004,3.0912727272727296,2.847818181818183,3.161090909090907,3.0856363636363664,3.5105454545454537,3.744545454545456,4.285272727272729,4.990000000000004,4.868000000000006,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.865454545454547,4.388909090909087,4.335454545454545,3.841636363636366,2.3807272727272717,1.9856363636363616,2.5692727272727263,4.990000000000004,4.644727272727268,4.290000000000001,4.990000000000004,4.990000000000004,4.990000000000004,3.820545454545453,4.703818181818184,4.990000000000004,3.1999999999999984,2.6787272727272744,2.8472727272727285,2.9743636363636363,3.442909090909092,3.5869090909090926,4.457636363636358,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.799818181818181,4.322545454545455,3.926727272727272,3.760727272727274,2.6385454545454534,2.2750909090909097,2.8270909090909093,4.956727272727276,4.383818181818182,3.868727272727274,4.990000000000004,4.990000000000004,4.990000000000004,3.8912727272727263,4.947454545454549,4.990000000000004,3.085090909090907,2.653636363636365,2.9103636363636385,2.896545454545456,3.4181818181818167,3.578727272727273,4.146545454545457,4.9725454545454575,4.8727272727272775,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.7589090909090905,4.404545454545454,4.012545454545455,4.0520000000000005,2.642727272727272,2.14509090909091,2.573272727272726,4.8352727272727325,4.5578181818181855,4.133090909090911,4.990000000000004,4.990000000000004,4.990000000000004,3.86018181818182,4.777818181818184,4.990000000000004,3.197636363636362,2.638909090909092,3.1100000000000017,3.0307272727272743,3.440363636363637,3.5485454545454576,4.16872727272727,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.8541818181818206,4.414909090909089,4.071272727272728,4.12818181818182,2.7045454545454546,2.3216363636363644,2.732363636363635,4.91581818181818,4.486181818181817,4.150363636363634,4.990000000000004,4.990000000000004,4.990000000000004,3.767090909090909,4.656545454545454,4.948909090909092,3.1376363636363633,2.6489090909090898,2.9025454545454554,2.93909090909091,3.6485454545454514,3.621090909090914,4.425090909090906,4.990000000000004,4.835636363636363,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.6718181818181814,4.44509090909091,4.101636363636365,4.102363636363637,2.5463636363636364,2.1983636363636365,2.5885454545454545,4.697636363636363,4.401090909090907,4.084363636363637,4.990000000000004,4.990000000000004,4.990000000000004,3.8816363636363596,4.715454545454543,4.9556363636363665,3.0456363636363646,2.454545454545454,2.945636363636364,3.053272727272728,3.73109090909091,3.658181818181816,4.426363636363638,4.990000000000004,4.824,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.964745762711864,4.369661016949154,4.110000000000002,3.87033898305085,2.8001694915254243,2.358135593220339,2.6955932203389845,4.906610169491524,4.649322033898302,4.34779661016949,4.990000000000005,4.990000000000005,4.990000000000005,3.713050847457626,4.345423728813559,4.717796610169488,3.1030508474576277,2.6159322033898302,2.8411864406779648,2.8993220338983057,3.5694915254237283,3.615593220338985,4.2589830508474575,4.843559322033898,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,okamoto
3.701724137931033,4.194310344827584,4.028793103448277,3.7555172413793096,2.4337931034482763,2.0348275862068967,2.4393103448275864,4.865862068965521,4.425689655172412,3.970172413793105,4.990000000000004,4.990000000000004,4.990000000000004,3.7358620689655178,4.347241379310344,4.74344827586207,3.0177586206896563,2.557758620689656,2.83,2.8753448275862064,3.5250000000000017,3.530517241379308,4.190689655172411,4.744482758620689,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.5090909090909093,4.2558181818181815,3.968181818181817,3.769636363636364,2.518545454545455,2.0625454545454542,2.5734545454545437,4.786727272727274,4.426363636363637,3.9160000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.879272727272729,4.6087272727272754,4.779636363636363,3.1289090909090898,2.6610909090909085,2.96309090909091,2.986727272727272,3.4070909090909085,3.5872727272727274,4.234727272727272,4.990000000000004,4.934363636363632,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
3.448181818181817,4.412363636363633,3.9498181818181815,3.8412727272727283,2.6898181818181808,2.1914545454545467,2.689272727272728,4.929272727272721,4.548000000000002,4.169090909090907,4.990000000000004,4.990000000000004,4.990000000000004,3.7223636363636334,4.469818181818182,4.890545454545455,3.026909090909091,2.7483636363636386,2.9650909090909066,2.9470909090909108,3.431454545454545,3.6176363636363655,4.191272727272727,4.942545454545455,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
4.803272727272732,4.561636363636365,4.60818181818182,3.7603636363636346,2.9109090909090902,2.7270909090909083,3.2327272727272747,4.990000000000004,4.990000000000004,4.975090909090911,4.990000000000004,4.990000000000004,4.990000000000004,3.814181818181819,4.874727272727271,4.7558181818181815,3.769818181818184,2.7494545454545447,3.2243636363636354,3.03109090909091,3.7780000000000014,3.773818181818184,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
4.1198181818181805,4.461272727272728,4.175454545454543,3.8329090909090917,2.947272727272728,2.5181818181818194,2.9454545454545458,4.990000000000004,4.778181818181818,4.400909090909089,4.990000000000004,4.990000000000004,4.990000000000004,3.8141818181818175,4.429999999999998,4.812363636363638,3.2458181818181813,2.6878181818181828,2.9732727272727275,3.140545454545455,3.5858181818181825,3.647090909090908,4.417454545454545,4.9670909090909126,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,okamoto
4.7383333333333315,4.466666666666666,3.9945000000000017,2.5625,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,3.9386666666666663,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.207999999999998,4.853166666666668,3.988166666666668,3.475666666666663,4.036000000000001,4.001333333333331,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,3.4536666666666656,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,kajiwara
4.778813559322033,4.235084745762711,3.641525423728814,2.3684745762711867,4.534237288135593,4.463898305084747,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,3.3661016949152547,4.990000000000005,4.990000000000005,4.990000000000005,4.990000000000005,4.123389830508478,4.140338983050849,3.4147457627118625,3.3288135593220334,3.673559322033897,3.68457627118644,4.191525423728817,4.653220338983053,4.990000000000005,4.990000000000005,4.990000000000005,4.960338983050852,4.990000000000005,4.583559322033898,4.990000000000005,4.990000000000005,kajiwara
4.480727272727271,3.685090909090909,2.496545454545454,1.9796363636363632,3.2809090909090917,3.0863636363636364,3.8592727272727285,4.990000000000004,4.5094545454545445,4.469272727272727,4.990000000000004,4.990000000000004,4.990000000000004,4.594727272727273,4.990000000000004,4.532909090909092,3.8581818181818175,3.2067272727272726,2.5061818181818185,2.455818181818181,3.008545454545456,3.1189090909090917,3.2538181818181817,3.728727272727273,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.2992727272727285,4.581636363636366,kajiwara
4.518909090909091,4.120545454545457,2.695818181818181,1.9358181818181823,4.374000000000004,4.045454545454547,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.150909090909091,3.579090909090909,3.1598181818181823,2.780909090909092,3.4512727272727277,3.5952727272727296,3.9958181818181813,4.4756363636363625,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,kajiwara
4.365454545454544,3.9998181818181817,2.524,1.731818181818182,3.731272727272728,3.8863636363636367,4.990000000000004,4.990000000000004,4.567818181818184,4.78327272727273,4.990000000000004,4.97945454545455,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,3.9550909090909085,3.2856363636363626,2.9996363636363634,2.7172727272727286,3.0470909090909086,3.064727272727272,3.542,3.7079999999999993,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.990000000000004,4.938181818181822,4.751272727272725,kajiwara
