in0,in1,in2,in3,in4,in5,in6,in7,in8,in9,in‚ ,in‚¢,in‚¤,inA,inB,inC,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,inƒA,inƒC,inƒE,inD,inE,inF,Time,Number,Date
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.42,3.32,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.32,4.99,4.99,4.99,2.49,4.46,3.38,2.73,3.03,3.29,,
3.32,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.42,3.32,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.31,4.99,4.99,4.99,2.5,4.46,3.37,2.73,3.03,3.33,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.42,3.32,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.3,4.99,4.99,4.99,2.5,4.46,3.38,2.73,3.03,3.37,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.42,3.33,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.31,4.99,4.99,4.99,2.5,4.46,3.37,2.73,3.02,3.4,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.42,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.03,4.31,4.99,4.99,4.99,2.5,4.46,3.37,2.74,3.02,3.44,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.63,3.33,3.42,3.33,4.54,4.99,4.99,4.99,4.55,3.81,4.03,4.31,4.99,4.99,4.99,2.51,4.46,3.37,2.74,3.04,3.48,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.41,3.32,4.54,4.99,4.99,4.99,4.56,3.81,4.03,4.31,4.99,4.99,4.99,2.51,4.46,3.36,2.74,3.03,3.51,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.41,3.32,4.54,4.99,4.99,4.99,4.54,3.81,4.03,4.31,4.99,4.99,4.99,2.5,4.45,3.37,2.74,3.02,3.55,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.61,3.33,3.41,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.03,4.3,4.99,4.99,4.99,2.49,4.45,3.37,2.73,3.02,3.59,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.33,3.4,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.03,4.3,4.99,4.99,4.99,2.49,4.45,3.37,2.73,3.01,3.62,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.61,3.33,3.41,3.34,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.3,4.99,4.99,4.99,2.5,4.45,3.37,2.73,3.02,3.66,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.61,3.33,3.4,3.34,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.29,4.99,4.99,4.99,2.49,4.46,3.37,2.73,3.02,3.7,,
3.3,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.4,3.34,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.3,4.99,4.99,4.99,2.48,4.45,3.37,2.72,3.02,3.73,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.4,3.34,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.29,4.99,4.99,4.99,2.48,4.46,3.37,2.72,3.01,3.77,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.59,3.33,3.4,3.33,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.3,4.99,4.99,4.99,2.47,4.46,3.37,2.72,3.01,3.81,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.59,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.3,4.99,4.99,4.99,2.47,4.46,3.37,2.72,3.02,3.84,,
3.29,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.58,3.33,3.39,3.34,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.3,4.99,4.99,4.99,2.47,4.46,3.37,2.72,3.02,3.88,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.51,3.8,4.03,4.29,4.99,4.99,4.99,2.47,4.45,3.37,2.72,3.02,3.92,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.59,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.51,3.81,4.03,4.3,4.99,4.99,4.99,2.47,4.45,3.37,2.72,3.02,3.95,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.03,4.29,4.99,4.99,4.99,2.48,4.45,3.37,2.72,3.02,3.99,,
3.3,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.52,3.8,4.02,4.3,4.99,4.99,4.99,2.47,4.45,3.37,2.72,3.02,4.03,,
3.3,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.39,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.02,4.3,4.99,4.99,4.99,2.47,4.44,3.37,2.72,3.02,4.07,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.38,3.33,4.54,4.99,4.99,4.99,4.52,3.8,4.03,4.3,4.99,4.99,4.99,2.48,4.45,3.37,2.73,3.02,4.1,,
3.3,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.61,3.33,3.38,3.33,4.53,4.99,4.99,4.99,4.51,3.8,4.02,4.3,4.99,4.99,4.99,2.47,4.45,3.37,2.72,3.02,4.14,,
3.31,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.61,3.33,3.38,3.33,4.53,4.99,4.99,4.99,4.52,3.8,4.02,4.3,4.99,4.99,4.99,2.48,4.44,3.36,2.72,3.01,4.18,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.61,3.33,3.38,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.02,4.3,4.99,4.99,4.99,2.48,4.45,3.37,2.72,3.01,4.21,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.59,3.33,3.38,3.33,4.53,4.99,4.99,4.99,4.52,3.81,4.02,4.3,4.99,4.99,4.99,2.48,4.44,3.37,2.72,3.01,4.25,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.6,3.33,3.38,3.33,4.54,4.99,4.99,4.99,4.52,3.81,4.03,4.3,4.99,4.99,4.99,2.48,4.45,3.36,2.73,3.02,4.29,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.6,3.33,3.38,3.33,4.53,4.99,4.99,4.99,4.52,3.81,4.02,4.29,4.99,4.99,4.99,2.49,4.45,3.37,2.73,3.02,4.32,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.61,3.33,3.39,3.33,4.53,4.99,4.99,4.99,4.53,3.81,4.02,4.3,4.99,4.99,4.99,2.5,4.46,3.37,2.73,3.02,4.36,,
3.3,4.24,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.61,3.33,3.39,3.33,4.53,4.99,4.99,4.99,4.54,3.82,4.03,4.3,4.99,4.99,4.99,2.5,4.47,3.37,2.75,3.03,4.4,,
3.31,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.65,3.33,3.39,3.32,4.54,4.99,4.99,4.99,4.58,3.83,4.03,4.29,4.99,4.99,4.99,2.5,4.45,3.37,2.74,3.02,4.43,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.4,3.33,4.54,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.51,4.49,3.38,2.74,3.03,4.47,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.4,3.34,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.5,4.49,3.36,2.74,3.04,4.51,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.4,3.34,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.3,4.99,4.99,4.99,2.52,4.48,3.37,2.73,3.04,4.54,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.96,4.63,3.33,3.4,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.3,4.99,4.99,4.99,2.51,4.47,3.37,2.73,3.03,4.58,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.4,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.51,4.47,3.36,2.73,3.02,4.62,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.33,3.39,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.51,4.47,3.37,2.73,3.02,4.66,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.33,3.4,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.51,4.47,3.37,2.73,3.02,4.69,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.62,3.33,3.39,3.33,4.53,4.99,4.99,4.99,4.51,3.82,4.02,4.28,4.99,4.99,4.99,2.52,4.47,3.37,2.73,3.02,4.73,,
3.3,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.39,3.34,4.53,4.99,4.99,4.99,4.52,3.81,4.02,4.28,4.99,4.99,4.99,2.51,4.46,3.37,2.73,3.01,4.77,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.38,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.01,4.28,4.99,4.99,4.99,2.51,4.46,3.37,2.73,3.02,4.8,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.64,3.33,3.39,3.33,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.28,4.99,4.99,4.99,2.51,4.46,3.37,2.73,3.02,4.84,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.63,3.33,3.38,3.33,4.54,4.99,4.99,4.99,4.52,3.82,4.02,4.28,4.99,4.99,4.99,2.51,4.45,3.37,2.73,3.02,4.88,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.94,4.64,3.33,3.39,3.34,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.28,4.99,4.99,4.99,2.5,4.45,3.37,2.73,3.02,4.91,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.64,3.33,3.39,3.34,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.28,4.99,4.99,4.99,2.5,4.44,3.37,2.73,3.01,4.95,,
3.29,4.23,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.95,4.65,3.33,3.39,3.34,4.53,4.99,4.99,4.99,4.52,3.82,4.02,4.29,4.99,4.99,4.99,2.5,4.45,3.37,2.72,3.01,4.99,,
3.38,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.06,4.76,3.57,3.44,3.28,4.54,4.99,4.99,4.99,4.37,3.68,3.93,4.28,4.99,4.99,4.99,2.44,4.61,3.41,2.82,3.03,0.01,2,2019/11/21
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.05,4.7,3.57,3.44,3.28,4.53,4.99,4.99,4.99,4.36,3.68,3.93,4.28,4.99,4.99,4.99,2.44,4.61,3.41,2.82,3.03,0.05,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.04,4.7,3.57,3.44,3.27,4.53,4.99,4.99,4.99,4.36,3.68,3.92,4.27,4.99,4.99,4.99,2.45,4.61,3.4,2.81,3.03,0.09,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.04,4.71,3.57,3.44,3.27,4.53,4.99,4.99,4.99,4.36,3.67,3.92,4.27,4.99,4.99,4.99,2.44,4.61,3.41,2.82,3.03,0.12,,
3.36,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.04,4.7,3.57,3.43,3.26,4.53,4.99,4.99,4.99,4.36,3.67,3.91,4.27,4.99,4.99,4.99,2.45,4.61,3.4,2.81,3.03,0.16,,
3.37,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.04,4.69,3.57,3.43,3.27,4.58,4.99,4.99,4.99,4.36,3.66,3.91,4.26,4.99,4.99,4.99,2.46,4.62,3.4,2.81,3.03,0.2,,
3.38,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.04,4.68,3.57,3.43,3.28,4.58,4.99,4.99,4.99,4.36,3.67,3.91,4.27,4.99,4.99,4.99,2.44,4.62,3.41,2.82,3.02,0.23,,
3.38,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.03,4.68,3.57,3.42,3.28,4.58,4.99,4.99,4.99,4.36,3.67,3.92,4.27,4.99,4.99,4.99,2.43,4.62,3.4,2.81,3.02,0.27,,
3.38,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.03,4.67,3.57,3.41,3.27,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.26,4.99,4.99,4.99,2.43,4.62,3.4,2.82,3.02,0.31,,
3.38,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.02,4.68,3.56,3.41,3.26,4.57,4.99,4.99,4.99,4.36,3.66,3.91,4.25,4.99,4.99,4.99,2.43,4.62,3.4,2.82,3.02,0.34,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.02,4.68,3.56,3.41,3.25,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.25,4.99,4.99,4.99,2.43,4.61,3.39,2.83,3.03,0.38,,
3.36,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.02,4.68,3.57,3.41,3.26,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.25,4.99,4.99,4.99,2.43,4.6,3.39,2.83,3.02,0.42,,
3.36,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.03,4.68,3.56,3.41,3.26,4.57,4.99,4.99,4.99,4.35,3.66,3.9,4.26,4.99,4.99,4.99,2.43,4.62,3.39,2.83,3.02,0.45,,
3.37,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.02,4.67,3.56,3.41,3.26,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.25,4.99,4.99,4.99,2.43,4.6,3.39,2.82,3.03,0.49,,
3.36,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.02,4.68,3.56,3.41,3.25,4.57,4.99,4.99,4.99,4.36,3.67,3.9,4.25,4.99,4.99,4.99,2.43,4.6,3.39,2.82,3.02,0.53,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.68,3.55,3.41,3.26,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.25,4.99,4.99,4.99,2.43,4.6,3.39,2.82,3.02,0.56,,
3.38,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.67,3.56,3.41,3.25,4.57,4.99,4.99,4.99,4.36,3.66,3.91,4.25,4.99,4.99,4.99,2.43,4.61,3.39,2.82,3.02,0.6,,
3.39,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.66,3.56,3.41,3.25,4.57,4.99,4.99,4.99,4.35,3.66,3.91,4.25,4.99,4.99,4.99,2.43,4.62,3.39,2.81,3.02,0.64,,
3.4,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.65,3.56,3.41,3.24,4.57,4.99,4.99,4.99,4.36,3.66,3.9,4.25,4.99,4.99,4.99,2.43,4.62,3.39,2.82,3.02,0.67,,
3.4,4.41,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.66,3.56,3.41,3.24,4.57,4.99,4.99,4.99,4.36,3.66,3.91,4.25,4.99,4.99,4.99,2.43,4.61,3.39,2.82,3.02,0.71,,
3.4,4.41,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2.01,4.65,3.56,3.4,3.25,4.57,4.99,4.99,4.99,4.35,3.66,3.9,4.25,4.99,4.99,4.99,2.42,4.61,3.39,2.82,3.02,0.75,,
3.39,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.55,3.4,3.24,4.57,4.99,4.99,4.99,4.36,3.66,3.91,4.25,4.99,4.99,4.99,2.43,4.61,3.39,2.81,3.01,0.79,,
3.39,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.54,3.39,3.23,4.57,4.99,4.99,4.99,4.35,3.66,3.9,4.25,4.99,4.99,4.99,2.43,4.61,3.39,2.81,3.01,0.82,,
3.38,4.41,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.55,3.4,3.23,4.57,4.99,4.99,4.99,4.35,3.66,3.91,4.26,4.99,4.99,4.99,2.44,4.61,3.39,2.81,3.01,0.86,,
3.38,4.41,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.54,3.4,3.23,4.57,4.99,4.99,4.99,4.35,3.66,3.91,4.25,4.99,4.99,4.99,2.44,4.61,3.39,2.81,3.01,0.9,,
3.38,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.64,3.54,3.39,3.22,4.57,4.99,4.99,4.99,4.36,3.67,3.91,4.25,4.99,4.99,4.99,2.45,4.61,3.38,2.81,3.02,0.93,,
3.38,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.54,3.39,3.21,4.57,4.99,4.99,4.99,4.37,3.67,3.91,4.25,4.99,4.99,4.99,2.46,4.61,3.39,2.81,3.02,0.97,,
3.38,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.66,3.54,3.39,3.2,4.57,4.99,4.99,4.99,4.37,3.67,3.9,4.24,4.99,4.99,4.99,2.46,4.61,3.37,2.82,3.02,1.01,,
3.38,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.65,3.54,3.39,3.2,4.57,4.99,4.99,4.99,4.36,3.67,3.9,4.24,4.99,4.99,4.99,2.46,4.61,3.38,2.82,3.02,1.04,,
3.39,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.66,3.54,3.38,3.2,4.53,4.99,4.99,4.99,4.35,3.67,3.9,4.24,4.99,4.99,4.99,2.46,4.61,3.38,2.82,3.01,1.08,,
3.38,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,2,4.66,3.54,3.39,3.2,4.53,4.99,4.99,4.99,4.35,3.67,3.9,4.24,4.99,4.99,4.99,2.47,4.61,3.37,2.81,3.02,1.12,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.66,3.53,3.39,3.2,4.53,4.99,4.99,4.99,4.34,3.67,3.9,4.24,4.99,4.99,4.99,2.47,4.62,3.37,2.81,3.01,1.15,,
3.38,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.65,3.54,3.39,3.2,4.53,4.99,4.99,4.99,4.34,3.67,3.9,4.24,4.99,4.99,4.99,2.47,4.61,3.37,2.81,3.02,1.19,,
3.36,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.66,3.54,3.39,3.2,4.53,4.99,4.99,4.99,4.34,3.67,3.9,4.24,4.99,4.99,4.99,2.48,4.61,3.37,2.81,3.01,1.23,,
3.38,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.66,3.54,3.39,3.2,4.53,4.99,4.99,4.99,4.34,3.67,3.9,4.24,4.99,4.99,4.99,2.46,4.61,3.37,2.81,3.01,1.26,,
3.37,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.66,3.54,3.38,3.2,4.53,4.99,4.99,4.99,4.33,3.67,3.91,4.24,4.99,4.99,4.99,2.45,4.61,3.37,2.8,3.01,1.3,,
3.36,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.63,3.54,3.38,3.2,4.53,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.45,4.61,3.37,2.81,3.01,1.34,,
3.34,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.65,3.54,3.39,3.2,4.52,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.44,4.61,3.37,2.81,3.01,1.38,,
3.35,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.53,3.38,3.2,4.53,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.44,4.61,3.37,2.81,3.01,1.41,,
3.35,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.54,3.38,3.19,4.54,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.44,4.61,3.38,2.81,3.02,1.45,,
3.35,4.38,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.63,3.53,3.38,3.19,4.53,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.44,4.61,3.38,2.81,3.01,1.49,,
3.34,4.37,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.98,4.64,3.54,3.38,3.19,4.52,4.99,4.99,4.99,4.33,3.67,3.9,4.25,4.99,4.99,4.99,2.44,4.61,3.38,2.81,3.01,1.52,,
3.34,4.37,4.99,4.99,4.9,4.99,4.99,4.99,4.99,4.99,4.99,1.99,4.64,3.53,3.38,3.19,4.53,4.99,4.99,4.99,4.33,3.67,3.91,4.25,4.99,4.99,4.99,2.44,4.61,3.38,2.81,3.02,1.56,,
